arxiv_id,title,published,updated,categories,abstract,pdf_url
2606.18817v1,Simultaneous determination of an unknown bending moment and shear force in the Euler Bernoulli cantilever beam from measured boundary defection and slope,2026-06-17T08:35:58Z,2026-06-17T08:35:58Z,math.AP,"It is known that the study of vibration characteristics at the tip of the micro-cantilever and its relationship to the sample plays a very important role in improving the resolution of an Atomic Force Microscopy (AFM). In this paper, within the Euler Bernoulli beam model, a mathematical model, defined as a model with two unknown inputs and two measured outputs, is considered for the simultaneous determination of the unknown bending moment and the shear force at the tip of the micro-cantilever from two feasible measured outputs at the same tip: the deflection and the slope. This model leads to the following inverse problem: find $M(t)$ and $g(t)$ in $ρ_A(x)u_{tt}+μ(x) u_{t}+(r(x)u_{xx})_{xx}=0$, $(x,t)\in Ω_T:=(0,\ell)\times (0,T)$ subject to the boundary conditions $u(0,t)=u_{x}(0,t)=0$, $\left(r(x)u_{xx}\right)_{x=\ell}=M(t)$, $\left((r(x)u_{xx})_x\right)_{x=\ell}=g(t)$, and the homogenous initial conditions, from the measured outputs $w_{\ell}(t):=u(\ell,t)$ and $θ_{\ell}(t):=u_x(\ell,t)$. It is proved that the vector-form input-output map $\mathcal{P}:=\left (Φ, Ψ\right )$, with $\left (Φq \right )(t):=u(0,t;q)$ and $\left (Ψq\right )(t):=u_x(0,t;q)$, where $q(t):=\left (M(t),g(t)\right )$, corresponding to the inverse problem, is compact and Lipschitz continuous. This result allows us to prove the existence of a solution of the minimization problem for the Tikhonov functional. As a consequence, the existence of a quasi-solution to the inverse problem is established. Furthermore, a vector form expression for the Frechet gradient of the Tikhonov functional is derived, and the Lipschitz continuity of the Frechet gradient is rigorously proven. This crucial property ensures the monotonic behavior of iterative gradient-based numerical methods.",https://arxiv.org/pdf/2606.18817v1
2606.18815v1,Exponential ergodicity of exact and numerical solutions for McKean-Vlasov SDEs driven by Lévy noise,2026-06-17T08:35:22Z,2026-06-17T08:35:22Z,math.NA,"This paper investigates the exponential ergodicity of the exact solution and the tamed Euler solution for McKean-Vlasov stochastic differential equations driven by Lévy noise. First, we establish exponential ergodicity for both the original equation and the tamed Euler method. Then we prove the convergence of the numerical invariant measure to the exact invariant measure, which is obtained by combining the propagation of chaos (PoC) result with the strong convergence of the tamed Euler scheme. Furthermore, we derive a convergence rate for the numerical invariant measure by establishing uniform-in-time PoC and uniform-in-time convergence of the tamed Euler method. Finally, numerical experiments are presented to illustrate the theoretical results.",https://arxiv.org/pdf/2606.18815v1
2606.18802v1,Mutation and crossover of simplicial complexes,2026-06-17T08:15:02Z,2026-06-17T08:15:02Z,hep-th; gr-qc; hep-lat; math-ph,"Color graphs and their subgraphs, referred to as bubble graphs, correspond bijectively to the simplicial complexes of pseudomanifolds and their subsimplices, respectively. In this paper, we introduce matrix representations for colored graphs and their associated bubble graphs. By using this correspondence, we define simplicial-complex matrices and subsimplex matrices that encode the simplicial complexes of pseudomanifolds and their subsimplices. Moreover, we formulate mutation and crossover operations on colored graphs. Through the established correspondence among simplicial complexes, colored graphs, and simplicial-complex matrices, we extend these operations to simplicial complexes and simplicial-complex matrices. We further implement an algorithm generating simplicial-complex matrices and a genetic algorithm performing mutation and crossover of them to produce pseudomanifolds exhibiting diverse topologies. In addition, we implement procedures for decomposing the generated simplicial-complex matrices into simplex matrices, reconstructing the simplicial complexes of the associated pseudomanifolds from this information, and computing geometric quantities such as the volume, circumcenter, and dual-simplex volume of each simplex.",https://arxiv.org/pdf/2606.18802v1
2606.18799v1,A Theory-Guided Advanced Regulatory Control Synthesis for Cooling-Limited Exothermic Semi-Batch Reactors,2026-06-17T08:13:36Z,2026-06-17T08:13:36Z,eess.SY; math.OC,"This paper studies theory-guided advanced regulatory control (ARC) synthesis for cooling-limited exothermic semi-batch reactors, whose productivity and thermal safety are governed by changing active constraints. Industrial ARC uses feedback loops, cascades, selectors, feedforward/override logic, and valve-position elements, but signal selection, pairing, interconnection, and tuning remain heuristic. Nonlinear model predictive control (NMPC) gives a systematic constrained-operation workflow, but requires a maintained nonlinear model, state estimator, and online optimizer. We combine finite-horizon minimum-time optimality with local safety analysis to develop a systematic analysis-to-architecture ARC synthesis workflow for cooling-limited semi-batch reactors. Under stated assumptions, the workflow translates boundary-seeking optimality into a cooling-demand valve-position-control (VPC) architecture and translates local safety requirements into near-boundary tuning rules. On a reduced benchmark and an industrial-scale polymerization, ARC is nominally competitive with an implemented nominal-model output-feedback nonlinear model predictive control (OF-NMPC) benchmark using extended Kalman filter (EKF) state estimation. In the studied adverse parameter mismatch and unmodeled fault scenarios, ARC keeps temperature-limit violation at 0%, whereas OF-NMPC either violates the limit or fails to complete the batch.",https://arxiv.org/pdf/2606.18799v1
2606.18796v1,Some new results on well-filteredness of $T_0$-spaces,2026-06-17T08:08:56Z,2026-06-17T08:08:56Z,math.GN,"For a $T_0$-space $X$, let $Q (X)$ be the poset of nonempty compact saturated sets of $X$ with the reverse inclusion order. The space $X$ is said to have property Q if it satisfies the following two conditions: (1) $\wedge K$ exists for any $K\in Q(X)$, and (2) for any filtered family $\{K_d : d\in D\}\subseteq Q(X)$ and $x\in X$, if $\bigvee^{\uparrow}_{d\in D}\bigwedge K_d$ exists and $x\not\leq \bigvee^{\uparrow}_{d\in D}\bigwedge K_d$, then there is $\varphi\in \prod\limits_{d\in D}\!\!K_d$ and an upper bound $u$ of $\varphi(D)$ such that $x\not\leq u$. In this paper, we prove that every $d$-space with property Q is well-filtered and the Smyth power space of a $T_0$-space always has property Q. Hence the Smyth power construction preserves the well-filteredness. For a complete lattice $L$ and an order-compatible $d$-topology $τ$ on it, we show that when $L$ possesses a certain distributivity, $(L, τ)$ is well-filtered.",https://arxiv.org/pdf/2606.18796v1
2606.18794v1,Ehrhart Theory of the Join of Two Lattice Polytopes,2026-06-17T08:07:46Z,2026-06-17T08:07:46Z,math.CO,"Inspired by research on the Cartesian product of two lattice polytopes, this paper investigates the Ehrhart theory of the join of two lattice polytopes. This is also a well-known open problem listed on the website of the American Institute of Mathematics. This paper resolves this open problem. We first construct counterexamples showing that the join of two Ehrhart positive polytopes is not necessarily Ehrhart positive. Then we prove that if two lattice polytopes have the integer decomposition property and the spanning property, then their join also has these two properties. However, the very ample property is not inherited under joins. Finally, we show that unimodular triangulations, regular triangulations, and quadratic triangulations are preserved under the join operation. As a byproduct, we state the necessary and sufficient condition for the Cartesian product of two Gorenstein lattice polytopes to remain Gorenstein.",https://arxiv.org/pdf/2606.18794v1
2606.18776v1,On the crossing number of knots and links on surface in 3-manifolds,2026-06-17T07:39:14Z,2026-06-17T07:39:14Z,math.GT,We give a lower bound of the crossing number of knots and links projected on a 2-sided surface in a 3-manifold using the rank of fundamental groups.,https://arxiv.org/pdf/2606.18776v1
2606.18770v1,Computing resonances of perturbed Schrödinger equations: Application to Reissner-Norsdtröm-de Sitter black holes,2026-06-17T07:30:43Z,2026-06-17T07:30:43Z,math.NA,"We present a numerical method for computing resonances of one-dimensional Schrödinger equations perturbed by a compactly supported potential, via finding zeros of the Wronskian associated with Jost solutions of the reference equation, computed through the resolution of Cauchy problems. All resonances located in a given domain are found efficiently using a defeated Newton algorithm. A key ingredient of the method is the choice of reference potential for which Jost solutions are known, which removes spurious resonances often encountered numerically. We test this method on three types of reference potentials and perturbations thereof: Pöschl-Teller potentials, exponentially decaying potentials, and potentials associated with Reissner-Nordströmde Sitter black holes. In particular we study the impact of perturbations on the resonances, and the stability of small resonances under perturbation. As an illustration, we use the method to numerically study the strong cosmic censorship hypothesis.",https://arxiv.org/pdf/2606.18770v1
2606.18768v1,"Isomonodromic deformations, $\mathbb C^*$-actions, and characterization of non-abelian Noether-Lefschetz loci on Dolbeault moduli spaces",2026-06-17T07:29:55Z,2026-06-17T07:29:55Z,math.AG; math.CV,"Let $f:X\to S$ be a smooth proper family of smooth projective varieties, and let $σ_{\mathrm{Dol}}:\,S \to M_{\mathrm{Dol}}(X/S)$ be the real analytic family of Higgs bundles obtained from an isomonodromic deformation via the relative non-abelian Hodge correspondence. We study the interaction between isomonodromic deformation and the natural $\mathbb C^*$-action on Dolbeault moduli spaces. For $λ\in S^1$, we prove that, on any complex analytic subvariety $U\subset S$, the rescaled family $λ\cdotσ_{\mathrm{Dol}}|_U$ is again isomonodromic if $σ_{\mathrm{Dol}}|_U$ is holomorphic. Conversely, we prove that $σ_{\mathrm{Dol}}|_U$ must be holomorphic if there exists $λ\in S^1\backslash\{\pm 1\}$ such that $λ\cdotσ_{\mathrm{Dol}}|_U$ is isomonodromic. The proof is based on the study of real analytic deformations of Higgs bundles and the variation of harmonic metrics. As an application, we give a simplified proof of a local characterization of Simpson's non-abelian Noether--Lefschetz locus firstly proved in \cite[Theorem 1.2]{HSJZ}. Namely, if the initial local system underlies a polarized complex variation of Hodge structures, then the non-abelian Noether--Lefschetz locus is precisely the maximal complex analytic subvariety of $S$ on which the real analytic section $σ_{\mathrm{Dol}}$ becomes holomorphic. This gives an affirmative answer to a question of Esnault and Kerz.",https://arxiv.org/pdf/2606.18768v1
2606.18759v1,A Neural Network Framework for Geodesic-Like Curve Computation on Parametric Surfaces,2026-06-17T07:18:39Z,2026-06-17T07:18:39Z,cs.CG; cs.LG; math.NA,"The concept of geodesic-like curves was introduced by Chen in 2010 as a method for estimating shortest paths (geodesics) on parametric surfaces, with its convergence established theoretically. However, an efficient numerical computational framework has not yet been developed. In this paper, we propose an elegant and efficient approach for computing geodesic-like curves by leveraging deep learning and Physics-Informed Neural Networks (PINNs). Under the proposed framework, not only can single parametric surfaces be handled efficiently, but a broad class of complex parametric surfaces including multi-surface systems with $C^0$ or higher continuity and surfaces of revolution can also be robustly addressed.",https://arxiv.org/pdf/2606.18759v1
2606.18757v1,Third-order inverse spectral problem with the three-point boundary conditions,2026-06-17T07:04:37Z,2026-06-17T07:04:37Z,math.SP,"In this paper, we study a new inverse spectral problem that consists in the recovery of the third-order differential equation from two spectra corresponding to the boundary conditions $y(0) = y(1) = y(2) = 0$ and $y(0) = y'(0) = y(1) = 0$. The uniqueness and existence theorems for the solution are obtained. To prove the results, we treat the inverse problem using a general approach that reconstructs higher-order differential operators from the Weyl-Yurko matrix.",https://arxiv.org/pdf/2606.18757v1
2606.18754v1,Dyck paths on black-and-white lattices,2026-06-17T06:58:30Z,2026-06-17T06:58:30Z,math.CO,"A Dyck path of semilength $n$ is a lattice path from $(0,0)$ to $(n,n)$ consisting of $n$ right-steps $(1,0)$ and $n$ up-steps $(0,1)$ that never rises above the line $y=x$. These paths are enumerated by the Catalan numbers and play a central role in enumerative combinatorics. We color the cells of the integer grid in black and white according to two natural patterns, namely chessboard and column-alternating, and enumerate the Dyck paths having equal numbers of black and white cells beneath them.",https://arxiv.org/pdf/2606.18754v1
2606.18752v1,Self-averaging of replica overlaps in the random field Edwards-Anderson model,2026-06-17T06:56:55Z,2026-06-17T06:56:55Z,math-ph; cond-mat.dis-nn,"The self-averaging of the replica overlap is proven in the Edwards-Anderson (EA) model under random field almost everywhere in the coupling constant space in any dimension. The EA order parameter is represented in terms of the derivative of the free energy density with respect to the random field strength, regardless of boundary conditions. Tasaki's correlation inequality for finite-dimensional spin glass models shows that the expectation of the squared replica overlap is bounded by the squared EA order parameter. These simple evaluations enable us to prove that the variance of the replica overlap vanishes in the infinite-volume limit. The self-averaging of the replica bond overlap is proven also in the EA model with Gaussian exchange interaction without random field. Short-range spin glass models have been shown to behave differently from mean-field spin glass models with RSB phase.",https://arxiv.org/pdf/2606.18752v1
2606.18740v1,Bottom of the spectrum of complete noncompact Kähler manifolds,2026-06-17T06:34:18Z,2026-06-17T06:34:18Z,math.DG; math.CV,"We present a survey on the bottom of the spectrum of the Hodge Laplacian on complete noncompact Kähler manifolds, with particular emphasis on Kähler hyperbolic manifolds and bounded symmetric domains. We also discuss theorems regarding the upper bounds for the bottom of the spectrum under Ricci and bisectional curvature assumptions, along with rigidity results for manifolds attaining the maximal bottom of the spectrum. Throughout the article, we propose several open problems.",https://arxiv.org/pdf/2606.18740v1
2606.18736v1,Operator Geometry of Hilbert Ball Automorphisms,2026-06-17T06:25:57Z,2026-06-17T06:25:57Z,math.FA,"We consider the operator--theoretic model for the group of biholomorphic automorphisms $Aut(B)$ of the unit ball $B$ of a complex Hilbert space $\H$ by representing each automorphism as a bounded linear operator on the augmented Hilbert space $\H\oplus \mathbb{C}$. Any member of $Aut(B)$ admits a natural block operator matrix representation acting on $\mathcal{H}\oplus\mathbb{C}$. We study the geometry of the subset $M(\mathcal{H})$ of $\mathcal{B}(\mathcal{H}\oplus\mathbb{C})$ consisting of these block operator matrices. It is shown that every element corresponding to a non-rotation automorphism is a smooth point of $\mathcal{B}(\mathcal{H}\oplus\mathbb{C})$. Orthogonality between two such matrices is characterized geometrically by the antipodality of the corresponding Möbius images of a boundary point of the ball. This orthogonality characterization is applied to show that an inner automorphism of $\Aut(B)$ that preserves Birkhoff--James orthogonality in both directions if and only if it is conjugation by a pure rotation, yielding a rigidity result. The normalized block matrices are $J$-unitary under a suitable normalization, where $J = \operatorname{diag}(I_{\mathcal{H}}, -1)$. We show that norm of such block matrices satisfy a submultiplicativity under a certain composition rule other than usual operator multiplication, and induce a metric on certain subsets of $Aut(B)$ which recover the hyperbolic metric on the Hilbert ball. The symmetric structure of Birkhoff--James orthogonality within $M(\mathcal{H})$ is also studied: there are no left-symmetric points, while the only right-symmetric points are pure rotations.",https://arxiv.org/pdf/2606.18736v1
2606.18730v1,Two-Phase Bilevel Search for the Moving-Target Traveling Salesman Problem with Moving Obstacles,2026-06-17T06:17:12Z,2026-06-17T06:17:12Z,cs.RO; cs.AI; math.CO; math.OC,"The Moving-Target Traveling Salesman Problem (MT-TSP) seeks a minimum cost trajectory for an agent that departs from a static depot, visits a set of moving targets, each within one of their assigned time windows, and returns to the depot. In this article, we study the Moving-Target Traveling Salesman Problem with Moving Obstacles (MT-TSP-MO), a generalization of the MT-TSP where the agent trajectory must avoid moving obstacles. We present a Mixed-Integer Conic Programming (MICP) formulation that can be solved using off-the-shelf solvers, as well as a fast and scalable Two-Phase Bilevel Search (TPBS) algorithm that computes high-quality feasible solutions for the problem. We evaluate our approaches against an existing baseline algorithm on a broad range of problem instances with up to 40 targets and 40 obstacles. The results demonstrate that both the proposed methods significantly outperform the baseline with respect to success rates, solution costs, and computation time.",https://arxiv.org/pdf/2606.18730v1
2606.18727v1,Norming Approximate Orthogonality in Normed Linear Spaces,2026-06-17T06:11:08Z,2026-06-17T06:11:08Z,math.FA,"We introduce and study the notion of \emph{norming approximate orthogonality}, a two-parameter generalization of Birkhoff--James orthogonality in normed linear spaces. For $δ, \varepsilon \in [0,1)$ with $\varepsilon < (1-δ)^2$, we say $x \nperp y$ in $X$ if there exists $f \in X^*$ with $|f(x)| \geq (1-δ)\|f\|\|x\|$ and $|f(y)| \leq \frac{\varepsilon}{1-δ}\|f\|\|y\|$, simultaneously relaxing both the norming condition on $x$ and the vanishing condition on $y$. It is proved that \[ x\nperp y \iff \|x+λy\|\geq (1-δ)\|x\|-\frac{\varepsilon}{1-δ}\|λy\|~\qquad \forall ~\text{scalars}~λ. \] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$. A two-parameter proximity result generalizing Chmlieński's characterization of $\perp_B^\varepsilon$ is established. The forward and converse implications are governed by the distinct thresholds $\frac{\varepsilon}{(1-δ)^2}$ and $\frac{\varepsilon}{1-δ}$, which collapse to $\varepsilon$ of Chmieliński precisely when $δ=0$, and the strictness of this gap is confirmed by counterexamples in $\ell_\infty^2$. A dual formulation of norming approximate orthogonality is established with a complete equivalence in the reflexive case. We apply our results to (vector-valued) continuous function spaces, which extends some earlier results and recovers few operator theoretical results with alternative proofs using measure theoretic techniques.",https://arxiv.org/pdf/2606.18727v1
2606.18725v1,Generalized Chen's inequalities for Riemannian submersions and Riemannian maps with Applications,2026-06-17T06:05:25Z,2026-06-17T06:05:25Z,math.DG,"In this paper, we establish generalized B.-Y. Chen inequalities for Riemannian submersions and Riemannian maps between Riemannian manifolds by employing the generalized $δ$-invariants introduced by Chen. We derive optimal inequalities involving the generalized $δ$-invariants associated with the vertical and horizontal distributions together with extrinsic invariants determined by the second fundamental tensors of the submersion and the Riemannian map. Furthermore, we characterize the equality cases through precise algebraic conditions on the corresponding shape operators, providing their geometric interpretation. As applications, we obtain explicit generalized Chen inequalities for Riemannian submersions and Riemannian maps whose total or target manifolds are real space forms and complex space forms. These results extend the classical Chen inequalities as well as several recent Chen-type inequalities for Riemannian submersions and Riemannian maps available in the literature.",https://arxiv.org/pdf/2606.18725v1
2606.18724v1,Fast primal-dual methods for convex-concave bilinear saddle point problems: continuous-time dynamics and discrete algorithms,2026-06-17T06:03:49Z,2026-06-17T06:03:49Z,math.OC,"This paper studies Nesterov accelerated methods for continuously differentiable convex-concave bilinear saddle point problems. For the continuous-time model, we analyze a second-order primal-dual dynamical system with vanishing damping $α/t$, where $α\geq 3$. Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual. These results provide continuous-discrete acceleration methods for bilinear saddle point problems in the merely convex-concave setting.",https://arxiv.org/pdf/2606.18724v1
2606.18722v1,Very large cliques in a scale-free random graph,2026-06-17T06:01:02Z,2026-06-17T06:01:02Z,math.PR; cs.DM; math.CO,"In this short article we consider a preferential attachment random graph model with edge steps, studied by Alves, Ribeiro and Sanchis. Starting with an initial graph $\mathbb{G}_1$ formed by a vertex with a self-loop attached to it, the model evolves as follows. At every subsequent (discrete) time step, either with probability $p$ we add a vertex to the graph and connect it to exactly one of the older vertices selected with probability proportional to its degree, or with probability $1-p$ we add one edge between two existing vertices, both selected (independently) with probability proportional to their degrees. Let $ω(\mathbb{G})$ be the clique number of a graph $\mathbb{G}$, i.e.\ the number of vertices in a largest complete subgraph of $\mathbb{G}_{}$. Alves, Ribeiro and Sanchis showed that, for any given $\varepsilon>0$, we have $ω(\mathbb{G}_{2t})\geq t^{\frac{1-p}{2-p}(1-\varepsilon)}$ with high probability (i.e.\ with probability tending to $1$ as $t\rightarrow \infty$). Here we strengthen this bound by showing that, for any function $f:\mathbb{N}\mapsto \mathbb{N}$ that satisfies $f(t)\rightarrow \infty$ as $t\rightarrow \infty$, with high probability \[ω(\mathbb{G}_{2t}) = Ω\left(t^{\frac{1-p}{2-p}}\Big(\log^{\frac{1}{2-p}}(t)f(t)\Big)^{-1}\right).\]",https://arxiv.org/pdf/2606.18722v1
2606.18718v1,Perfect Sphere Packing In The Boolean Space,2026-06-17T05:56:52Z,2026-06-17T05:56:52Z,math.CO; cs.DM; cs.IT,"Perfect sphere packing in the Boolean space is a fundamental and complex problem with significant implications for coding theory, cryptography, and discrete mathematics. The classical solution to the perfect sphere packing problem was provided by Hamming via his well-known perfect codes. However, a major limitation of the traditional Hamming metric is its strict applicability, as it allows perfect partitioning only for spaces with specific, highly constrained dimensions. To address this structural limitation, this article introduces a novel distance metric specifically designed for Boolean hypercubes. The proposed metric modifies the topological properties of the space, making it mathematically viable to partition a Boolean space of any arbitrary dimension into disjoint, perfect spheres. We rigorously define the algebraic properties of this new distance function and demonstrate its consistency across various dimensions. Furthermore, we explore the structural characteristics of the resulting packings. This approach bypasses the classical dimensional constraints of Hamming codes, potentially opening new avenues for designing error-correcting codes and cryptographic primitives in non-traditional dimensions.",https://arxiv.org/pdf/2606.18718v1
2606.18700v1,Bayesian Prediction in Gamma Models: Admissibility and Infinitesimal Prediction,2026-06-17T05:26:21Z,2026-06-17T05:26:21Z,math.ST,"We study estimation and prediction in the Gamma model $\mathrm{Ga}(α,β)$, where the shape parameter $α$ is known and the scale parameter $β$ is unknown, under the Kullback--Leibler loss. For $α\le1$, all scale-invariant estimators of $β$ have infinite risk, indicating a qualitative change in the estimation problem at the boundary $α=1$. Our main result is that the Bayesian predictive density based on the Jeffreys prior is admissible for all $α>0$. This resolves the admissibility problem for Bayesian predictive densities in Gamma models. As a related result, we also establish the admissibility of the corresponding Bayesian estimator for $α>1$. To prove the predictive admissibility result, we develop an infinitesimal prediction framework based on Gamma processes. This framework naturally leads to a Kullback--Leibler loss for Lévy densities and establishes a connection between predictive distributions and Lévy measures. Under the resulting loss, the Bayesian predictive Lévy density is shown to be the posterior mean Lévy density. Unlike the normal and Poisson models, infinitesimal prediction in the Gamma model does not reduce to parameter estimation. Instead, it reduces to the estimation of a Lévy density. We relate this phenomenon to mean mixture curvature and discuss it from an information-geometric viewpoint.",https://arxiv.org/pdf/2606.18700v1
2606.18695v1,"Global existence, blow-up behavior and numerical simulations for a class of chemotaxis-driven fish-mussel systems",2026-06-17T05:18:14Z,2026-06-17T05:18:14Z,math.AP; math.NA,"In this work, we investigate a chemotaxis-driven fish--mussel ecosystem model described by a coupled system of partial differential equations subject to homogeneous Neumann boundary conditions. Under suitable assumptions on the system parameters and initial data, we establish the global existence of classical solutions by employing semigroup methods together with a priori estimates. We also examine the possible blow-up behavior of solutions in a three-dimensional domain. To support the theoretical analysis, a finite element method is developed for the numerical approximation of the system, and convergence studies based on mesh refinement are carried out to verify the accuracy and stability of the proposed numerical scheme. Furthermore, numerical simulations illustrating the blow-up behavior of solutions in the computational domain are presented.",https://arxiv.org/pdf/2606.18695v1
2606.18693v1,Closing two recent conjectures related to the Jacobian ideal of hyperplane arrangements,2026-06-17T05:16:18Z,2026-06-17T05:16:18Z,math.AC; math.AG,"This work is about two conjectures stated by Burity--Simis--Tohăneanu regarding the Jacobian ideal of the defining polynomial of a central arrangement of $m$ hyperplanes. One settles one of these conjectures referring to the Jacobian ideal being a minimal reduction of the ideal of $(m-1)$-fold products. The second conjecture claiming the linear type property of the Jacobian ideal is disproved in rank at least four, by means of an explicit counter-example. In the latter the corresponding Rees algebra admits a torsion defining equation which is a Pfaffian syzygetic obstruction in degree two. One also relates this Pfaffian obstruction to circuits and codimension-two flats of the arrangement.",https://arxiv.org/pdf/2606.18693v1
2606.18689v1,Semi-classical heat kernel asymptotics on complex manifolds with boundary,2026-06-17T05:02:37Z,2026-06-17T05:02:37Z,math.CV,"Let $M$ be a relatively compact open subset of a complex manifold $M'$ with smooth boundary $X$ and let $L$ be a holomorphic line bundle over $M'$. Assuming that condition $Z(q)$ holds, we establish the semi-classical asymptotic behavior of $e^{-\frac{t}{k}\Box^{q}_k}$ near the boundary $X$ as $k\to\infty$, where $\Box^{q}_k$ is the $\bar{\partial}$-Neumann Laplacian acting on $(0,q)$-forms on $M$ with values in $L^k$. Our results extend the seminal work of Bismut to complex manifolds with boundary. As applications of our results, we provide a heat kernel-based proof of the holomorphic Morse inequalities for complex manifolds with boundary and derive a semi-classical Weyl law for the $\bar{\partial}$-Neumann Laplacian.",https://arxiv.org/pdf/2606.18689v1
2606.18685v1,Differential Equation Inductive Robustness Axiomatization,2026-06-17T04:52:05Z,2026-06-17T04:52:05Z,cs.LO; math.LO,"This article establishes the completeness of an axiomatization for the robust safety of dynamical systems with polynomial differential equations on bounded time horizons. Safety properties of robust systems are uniformly reduced to a sound axiomatization of polynomial invariants, resulting in reliable logical proofs of correctness. Approximate decidability results are also established: there is a computable algorithm such that, given any perturbation parameter $δ$, it either produces a symbolic proof of robust safety (hence correctly decides the dynamical system to be robustly safe), or correctly decides that the system is not robustly safe under a perturbation of level $δ$. In contrast to earlier works, this article crucially leverages results from subanalytic geometry to retain a level of exactness, thereby establishing positive results of provability/decidability allowing for arbitrary bounded (semialgebraic) initial/post conditions even without positive separation at their (topological) boundaries. This enables the generation of proofs of inductive safety beyond finite time horizons for general hybrid dynamical systems.",https://arxiv.org/pdf/2606.18685v1
2606.18679v1,Fair Online Resource Allocation,2026-06-17T04:31:19Z,2026-06-17T04:31:19Z,cs.DS; cs.GT; cs.LG; math.OC,"We study the problem of fair online resource allocation, motivated by applications such as refugee resettlement and airline scheduling, where agents arrive sequentially and must be assigned to facilities with limited capacities. We introduce a model that maximizes the overall welfare subject to resource constraints and a Lipschitz fairness requirement, which ensures that similar agents arriving in the same batch receive similar expected outcomes. We first analyze the offline problem, proving that the value of the optimal fair allocation is at least an $Ω(1/γ)$ fraction of the optimal unfair allocation, where $γ$ is the fairness coefficient, thereby bounding the price of fairness. For the online setting, we propose an algorithm based on dual mirror descent that enforces fairness constraints within batches while estimating optimal dual variables. We prove that this algorithm achieves sublinear regret relative to the optimal offline fluid benchmark. Finally, we validate our theoretical results using real-world data from the Refugee Economies Programme, demonstrating the algorithm's performance and examining the trade-offs between welfare maximization and fairness enforcement.",https://arxiv.org/pdf/2606.18679v1
2606.18678v1,Quasi-Monte Carlo finite element approximation for singularly perturbed convection-diffusion problems with random velocity,2026-06-17T04:30:20Z,2026-06-17T04:30:20Z,math.NA,"This paper studies the numerical approximation of a singularly perturbed convection-diffusion problem over a bounded polygonal domain in $\mathbb{R}^d$ ($d=2,3$), where the velocity field is modeled by a log-uniform random field, a setting typical in uncertainty quantification. We introduce a novel numerical framework for computing the expected value of the linear functionals of the solution. The approach combines a finite element discretization of the problem, a truncated Karhunen--Loève expansion to represent the stochastic velocity field, and a lattice-based quasi-Monte Carlo (QMC) method to estimate expectations over the parameter space. We provide a rigorous error analysis of the proposed scheme, establishing bounds on the mean squared error and demonstrating that the QMC method achieves a nearly linear optimal convergence rate, with a constant independent of the integration dimension. Furthermore, the convergence rate is shown to be independent of the singular perturbation parameter.",https://arxiv.org/pdf/2606.18678v1
2606.18674v1,"Generalization of Selberg's $3/16$ theorem for geometrically finite thin subgroups of $\operatorname{SO}(n, 1)$",2026-06-17T04:20:23Z,2026-06-17T04:20:23Z,math.DS; math.NT; math.SP,"Let $Γ$ be a geometrically finite thin subgroup of an arithmetic lattice $Γ_0 < G := \operatorname{SO}(n, 1)$ and consider the congruence covers of $Γ\backslash G$. In the breakthrough work of Bourgain-Gamburd-Sarnak, the expansion machinery was used to establish a uniform spectral gap in the setting $(G, Γ_0) = (\operatorname{SL}_2(\mathbb{R}), \operatorname{SL}_2(\mathbb{Z}))$ when the critical exponent satisfies $δ_Γ> \frac{1}{2}$. The main applications are affine sieve for $Γ$-orbits and uniform resonance-free half-planes for the resolvent of the Laplacian. These results were generalized in subsequent works by Mohammadi-Oh, Oh-Winter, the author, and Edwards-Oh. Yet, the region $δ_Γ\in \bigl(\frac{1}{2}, n - 2\bigr]$ for $n \geq 3$ remains to be treated when there are cusps. The purpose of this paper is to fill in this gap in the literature. The difficulty lies in working with a countably infinite coding due to the presence of cusps. In particular, we incorporate new tools to prove the Zariski density and full trace field properties of the return trajectory subgroups.",https://arxiv.org/pdf/2606.18674v1
